"genotype","temperature","mumax","alpha","CO2opt"
"CCMP2929","26",1.88735348426556,49.2633257197336,595.484084964963
"CCMP2929","26",1.81221848623988,55.8251745064956,728.066122062057
"CCMP2929","26",1.76663459257843,73.187206236478,671.877673308208
"CCMP2929","26",1.71064551007817,96.3904403709445,750.586762285116
"CCMP2929","26",1.72100037612127,77.4147839661806,714.663742731429
"CCMP2929","26",1.68632495347864,109.815604274425,793.53726242945
"CCMP2929","26",1.6740759402954,118.453040427963,741.546145609334
"CCMP2929","26",1.70843354486128,95.9997651256608,598.170459956206
"CCMP2929","26",1.76211053273708,84.6502446430993,766.602749937854
"CCMP2929","26",1.7882073991082,65.1157750225038,715.223363285057
"CCMP2929","26",1.86270210156276,51.0030776056068,713.911406270078
"CCMP2929","26",1.79588575492864,70.4531060312095,663.043852367524
"CCMP2929","26",1.71274423913758,61.3462135362674,552.83442047071
"CCMP2929","26",1.72379055868739,63.87992841588,742.475617036823
"CCMP2929","26",1.82835647922838,53.6983138030215,659.551329838615
"CCMP2929","26",1.92843605377625,51.433454843392,622.149937446618
"CCMP2929","26",1.93294599951206,51.7342885671314,694.684214415889
"CCMP2929","26",1.66725817889298,83.9273613370644,731.855837921076
"CCMP2929","26",1.83055170890519,72.9445528217789,671.701426883847
"CCMP2929","26",1.70557481841255,66.6136592744432,710.885882342626
"CCMP2929","26",1.7187166026794,74.1157297860118,765.963457288422
"CCMP2929","26",1.74389553707791,83.6277308763495,779.008081878778
"CCMP2929","26",1.82062103952788,50.2019566424753,682.640522943357
"CCMP2929","26",1.87819643810433,50.3598571778524,725.425119163065
"CCMP2929","26",1.960243071721,45.6596850720834,654.806089540519
"CCMP2929","26",1.75210660301847,24.4235146416309,788.503772688543
"CCMP2929","26",2.18957957959581,52.8149844567631,652.290934264255
"CCMP2929","26",2.42369068838762,32.0933265077437,604.674078110014
"CCMP2929","26",2.23658834440923,20.4377701429466,842.756073411431
"CCMP2929","26",2.3670258726989,29.7735372440672,688.38459903385
"CCMP2929","26",2.36908163506292,18.018453941059,753.327665354463
"CCMP2929","26",2.29719791114199,23.10956925849,816.13958488156
"CCMP2929","26",2.32181191253594,31.4818036620506,930.055318782218
"CCMP2929","26",2.15949815690304,30.3381320145585,587.241676549887
"CCMP2929","26",2.13154720501902,31.7895762943299,730.152214391898
"CCMP2929","26",2.18385324223972,36.5354795554285,569.054836359184
"CCMP2929","26",2.14750372142559,36.9123389426588,642.306589448891
"CCMP2929","26",2.10050343782081,36.0105762860352,619.355940227725
"CCMP2929","26",2.14897002986121,17.3710533826679,621.299174675278
"CCMP2929","26",2.11320828619579,14.5565983549211,614.40696808486
"CCMP2929","26",1.56842734630342,17.500634103498,1016.75648705226
"CCMP2929","26",1.68737140922079,45.7133625528875,875.13301093041
"CCMP2929","26",1.61273765659621,51.362859059721,745.390628554732
"CCMP2929","26",1.97373647422728,75.2794799935931,874.766049103161
"CCMP2929","26",2.00668791624416,74.4320350523321,958.64735556162
"CCMP2929","26",2.0512861649269,76.4852522265659,1033.15724505297
"CCMP2929","26",2.02595005562577,85.7926070176683,1020.26985025999
"CCMP2929","26",1.50914868129038,53.626935338909,1083.36290494998
"CCMP2929","26",1.9186084578743,78.2336590643156,818.885334879179
"CCMP2929","26",1.76631587439265,39.2808466828722,833.798091805547
"CCMP2929","26",1.76285300718908,39.2176371933166,819.768196197508
"CCMP2929","26",1.96090882483842,67.3012176992142,609.133076509824
"CCMP2929","26",1.87101657560222,59.5922731686158,628.500736268392
"CCMP2929","26",1.88570056769335,65.9864741546009,678.410629728675
"CCMP2929","26",1.89551413453458,56.7248744976046,610.47152720809
"CCMP2929","26",1.8712701260041,41.3961757713827,666.423278020377
"CCMP2929","26",1.83808548704651,52.431251302182,663.640791820397
"CCMP2929","26",1.86274170685015,58.7651140762662,622.780783737878
"CCMP2929","26",1.72664657776916,103.720933327842,657.574296423164
"CCMP2929","26",1.71293442787472,103.093839899251,633.109968463792
"CCMP2929","26",1.68478104475781,97.1992779835515,688.29075343384
"CCMP2929","26",1.69871043620316,93.9198994375266,691.848009476815
"CCMP2929","26",1.78822530665351,115.156411991984,811.296140067804
"CCMP2929","26",1.77944877380777,81.4852268401441,729.025434920888
"CCMP2929","26",1.73177195342777,62.7987156546821,686.414903760549
"CCMP2929","26",1.66538532153527,73.3884289402649,707.461456650611
"CCMP2929","26",1.70746768115003,92.5289639573997,684.888528405233
"CCMP2929","26",1.70452697974408,96.1288715130509,687.77333915182
"CCMP2929","26",1.70452697974408,96.1288715130509,687.77333915182
"CCMP2929","26",1.78715804325275,69.5111692582371,766.570509484174
"CCMP2929","26",1.78144966997171,80.7821125004011,823.004279895493
"CCMP2929","26",1.72324109273004,90.9952476513096,851.251584225201
"CCMP2929","26",1.64699796277298,73.4419190964849,822.14103630507
"CCMP2929","26",1.76362619088083,62.5371161528421,738.793429275468
"CCMP2929","26",1.78808230872389,84.5829189159239,697.441164889997
"CCMP2929","26",1.8011166031997,93.3260898669617,694.521933326766
"CCMP2929","26",1.88095372262865,74.0903582629567,723.940968394257
"CCMP2929","26",1.76991817993626,104.891851645027,746.209340497453
"CCMP2929","26",1.70669273553076,97.5040191005699,674.792032068875
"CCMP2929","26",1.71585730606024,103.852502039544,758.458886788306
"CCMP2929","26",1.73206000433836,89.5072267934568,792.145099669178
"CCMP2929","26",1.72797912846814,101.034448323069,686.347817168629
"CCMP2929","26",1.67426203785251,84.9751956592681,698.201292711178
"CCMP2929","26",1.71682950288221,91.5493763194566,692.1318735701
"CCMP2929","26",1.79857563799861,47.1099344612021,682.174854535506
"CCMP2929","26",1.91631360054899,56.4461448604413,811.581922984794
"CCMP2929","26",1.73096175059739,63.107172243444,640.039481015
"CCMP2929","26",1.71543132010967,72.795245139578,641.785824638185
"CCMP2929","26",1.74377846608959,87.3282232259894,829.501415926546
"CCMP2929","26",1.77611224211598,102.544281161326,773.589934915235
"CCMP2929","26",1.74811570839488,106.14244938617,771.014036891506
"CCMP2929","26",1.77205214983398,94.8586385993599,682.375009309182
"CCMP2929","26",1.75055745979449,83.1270969669345,626.366915339001
"CCMP2929","26",1.72413546632653,96.7146435664833,771.191470087463
"CCMP2929","26",1.71212248793451,107.703345685064,711.424349815138
"CCMP2929","26",1.70190184658306,100.096342202747,759.146804051028
"CCMP2929","26",1.74484624490811,93.347287637014,654.765235279171
"CCMP2929","26",1.74629130016078,84.1544245758504,636.790339269311
"CCMP2929","26",1.75428948563368,77.4039550569021,874.241996918062
"CCMP2929","26",1.83056237080122,87.9878391502764,698.23197711933
"CCMP2929","26",1.69871685540796,89.5523029165003,718.560517940052
"CCMP2929","26",1.67726435227433,92.72324516125,716.343527322841
"CCMP2929","26",1.71497916298671,67.3519502421975,635.291805493667
"CCMP2929","26",1.71143922194913,125.695374233285,735.919710981136
"CCMP2929","26",1.69938986676321,104.442557492288,721.530260146868
"CCMP2929","26",1.68938022292224,96.3179097489238,754.87969754374
"CCMP2929","26",1.90410175256879,51.7495352584712,677.782083032752
"CCMP2929","26",1.83962146357752,49.7986654483692,802.648117243521
"CCMP2929","26",1.80363495293586,70.3239946670396,683.74213092358
"CCMP2929","26",1.8009544854745,70.7503103617251,750.033190736215
"CCMP2929","26",1.68436036678145,57.0995547899118,755.555558428982
"CCMP2929","26",1.75750343365384,69.9810361772123,612.98101041097
"CCMP2929","26",1.86511371744962,69.3518899060627,668.168834355947
"CCMP2929","26",1.76047519096706,69.0731899799909,701.635952236727
"CCMP2929","26",1.75527740379668,68.9038516307635,696.686196718664
"CCMP2929","26",1.73561713030571,73.5829368224609,670.985924810656
"CCMP2929","26",1.71564322722036,72.5382649877224,669.6068296507
"CCMP2929","26",1.75597272963127,73.1117137840157,752.635065051896
"CCMP2929","26",1.65847130085295,74.3729513559915,631.185261202354
"CCMP2929","26",1.81606599991791,86.7877621084995,614.763245532074
"CCMP2929","26",1.73991844830291,56.9514328027551,727.213196089867
"CCMP2929","26",1.80527628801182,57.3893547485207,841.71883388001
"CCMP2929","26",1.6817493072635,75.01633148847,874.330453362671
"CCMP2929","26",1.85562867164573,63.0040029333678,824.249155139427
"CCMP2929","26",1.93522761331585,37.5626108106384,630.346297757605
"CCMP2929","26",1.80588429449644,72.1015033598903,751.842026354682
"CCMP2929","26",1.73702932162252,80.5368143719413,646.137258740876
"CCMP2929","26",1.7181942073264,61.6491966696722,726.99840147268
"CCMP2929","26",1.76658322104073,104.473268627214,669.496392307215
"CCMP2929","26",1.73391880170422,99.2891454039565,693.642789965676
"CCMP2929","26",1.75899068070876,85.4069965400176,654.046995065687
"CCMP2929","26",1.75045799418979,75.1689464397253,760.864833241803
"CCMP2929","26",1.70922591499569,106.282370955792,781.628067224308
"CCMP2929","26",1.75004576731576,93.2238471888622,692.096393813193
"CCMP2929","26",1.71776293154835,115.464819031051,763.656846047347
"CCMP2929","26",1.72055810316785,79.4899381422871,739.388883688712
"CCMP2929","26",1.73940358783389,99.8774937815183,706.4064553979
"CCMP2929","26",1.74039100485008,108.845601896885,737.15953547506
"CCMP2929","26",1.76514969589307,62.9194393665343,769.824597947323
"CCMP2929","26",1.70795205829954,66.2996945662996,710.956825027257
"CCMP2929","26",1.89048192554589,54.9298264689926,646.777600025583
"CCMP2929","26",1.95726037502623,34.9277507303886,703.384354696385
"CCMP2929","26",2.00620212101444,52.4859747487593,641.306115348337
"CCMP2929","26",1.81429101620183,50.812875373305,756.961788977831
"CCMP2929","26",1.72728563505399,115.182359944655,629.405773281268
"CCMP2929","26",1.77609379629041,65.0239246938198,758.364902195296
"CCMP2929","26",1.78471186097407,83.4498626385656,681.107318502137
"CCMP2929","26",1.96827295291107,80.6087467648347,837.633960941257
"CCMP2929","26",1.8041352602113,49.373995594174,885.050411560719
"CCMP2929","26",1.7522125600836,92.4457628248833,805.798596352933
"CCMP2929","26",1.80632935477805,91.4072080676585,880.553197573359
"CCMP2929","26",1.58294971622047,76.8718801530467,844.093053803775
"CCMP2929","26",1.61492432070346,60.4519664610661,790.484229907817
"CCMP2929","26",1.56778674117054,60.3238649637538,922.391541024886
"CCMP2929","26",1.65579539569654,90.2703571305945,669.262217577916
"CCMP2929","26",1.69409505570753,64.5006565869258,594.02200668259
"CCMP2929","26",1.7391975287149,94.6826314375956,755.361225814401
"CCMP2929","26",1.69113143649721,97.3798704016779,819.350164255355
"CCMP2929","26",1.65093043666108,92.4809654322163,798.746201266023
"CCMP2929","26",1.75949072294705,85.7960936151269,879.396745563183
"CCMP2929","26",1.63505927701221,71.8996067944306,800.997465194842
"CCMP2929","26",1.71314253021154,72.0630882341405,772.506735352503
"CCMP2929","26",1.71889913422642,87.7438199499997,747.296792309908
"CCMP2929","26",1.68895581191859,59.0407364756537,719.066584257245
"CCMP2929","26",2.05200294047783,49.9100001469318,737.402281714849
"CCMP2929","26",2.07034437387979,35.0592144503405,707.98595905588
"CCMP2929","26",1.87948198221845,55.1979030992363,693.954874660475
"CCMP2929","26",1.91125088251213,55.0024823677404,737.073424696801
"CCMP2929","26",1.82528236800991,62.543808581045,665.543616444484
"CCMP2929","26",1.77567187696076,67.9732454636718,742.622510344216
"CCMP2929","26",1.77033414651613,69.8384477301622,729.374506763459
"CCMP2929","26",1.69478063779486,68.4759317046591,747.955108741784
"CCMP2929","26",1.70962566305869,86.9993284202117,650.453917339272
"CCMP2929","26",1.74278247716769,82.1333968637261,719.394499478541
"CCMP2929","26",1.83951199996276,48.4679657698836,674.56721171255
"CCMP2929","26",1.6357204535148,86.5544323944228,687.660630871684
"CCMP2929","26",1.66079146311602,55.1514615862817,762.20686257465
"CCMP2929","26",1.6703059124568,61.4805578535791,762.562043745816
"CCMP2929","26",1.82323728355356,64.6139510210995,783.590491255195
"CCMP2929","26",1.86829108925606,71.0262504482124,695.123174553755
"CCMP2929","26",1.80684669912765,53.4143447868903,728.754253898005
"CCMP2929","26",1.92129551598261,59.595457954533,657.416845034496
"CCMP2929","26",1.78737398222882,47.8872109774075,749.779476225025
"CCMP2929","26",1.82928279543058,39.9844869231283,665.822695851256
"CCMP2929","26",1.85242670671727,56.370179146441,877.332970189132
"CCMP2929","26",1.93031278074075,26.4347061728057,797.802331348682
"CCMP2929","26",1.98150960935428,51.3000909402509,709.65175148035
"CCMP2929","26",1.76856993069051,96.3892811941989,743.914716063149
"CCMP2929","26",1.70905477115612,93.4144948570987,787.757931784371
"CCMP2929","26",1.70903175679675,100.074412701903,711.524191836299
"CCMP2929","26",1.73973158592621,79.9748129681433,708.513083508048
"CCMP2929","26",1.78224685247818,75.4910699766838,675.419154882725
"CCMP2929","26",1.78224685247818,75.4910699766838,675.419154882725
"CCMP2929","26",1.77610657966142,64.5277510766751,678.610206120777
"CCMP2929","26",1.73454727444757,112.625239500925,725.343380862531
"CCMP2929","26",1.74049431924401,118.431495253976,734.439961021543
"CCMP2929","26",1.7655882995499,60.3827774803279,659.738710213347
"CCMP2929","26",1.66964747663976,95.0216833531349,753.62785159798
"CCMP2929","26",1.66836069530648,101.799794738223,848.301340035446
"CCMP2929","26",1.76804444336514,81.3345469021435,717.159421149122
"CCMP2929","26",1.71252064973626,65.5189199963998,768.812704187272
"CCMP2929","26",1.67621274571507,60.9421903687039,770.095035430528
"CCMP2929","26",1.68680340164401,61.8122609677107,759.309050547649
"CCMP2929","26",1.72084038964691,74.5812992998908,727.404626887852
"CCMP2929","26",1.79307430865515,82.19779911549,808.387547677892
"CCMP2929","26",1.79814269096366,83.7289381426188,811.434202786796
"CCMP2929","26",1.658632958657,96.0586094379174,778.806793508934
"CCMP2929","26",1.82561260541172,59.3568814205958,686.775404038555
"CCMP2929","26",1.87332751221025,34.370139682526,737.708227298329
"CCMP2929","26",1.9114983141322,34.0374212740255,749.746648184293
"CCMP2929","26",2.02571379859211,68.8049737866615,639.355322295874
"CCMP2929","26",1.86607293118955,60.1445663324433,713.687427590882
"CCMP2929","26",1.81364433111071,109.055515444246,664.871726504494
"CCMP2929","26",1.81351096375474,82.3639580987661,671.907294424961
"CCMP2929","26",1.70864421531332,96.6432500329407,751.883500209313
"CCMP2929","26",1.75049944229027,86.9720936812664,706.680413312035
"CCMP2929","26",1.75463601404127,70.1640786090718,735.360011855759
"CCMP2929","26",1.78343237715485,80.4149520670259,673.866997539375
"CCMP2929","26",1.75159789552364,79.9855335462898,694.06249967541
"CCMP2929","26",1.79042163062393,60.575699154495,749.690897886336
"CCMP2929","26",1.7849695195327,68.866550738523,890.714580654551
"CCMP2929","26",1.8146726858048,50.7257681254466,1088.64050044459
"CCMP2929","26",1.62266415603855,101.477852061615,795.799318264866
"CCMP2929","26",1.81318653646947,70.7711184014587,822.854557477045
"CCMP2929","26",1.71847592509961,71.0130377894624,1039.25169264116
"CCMP2929","26",1.69850431924568,69.2451793205705,1005.38929392724
"CCMP2929","26",1.66249173929696,68.9055165331159,735.358378901223
"CCMP2929","26",1.63555290116846,72.1671397816131,778.696317342321
"CCMP2929","26",1.85843848665459,39.3570049756736,758.972886931908
"CCMP2929","26",2.01987372173737,53.9625701389496,839.151954232346
"CCMP2929","26",1.75181677267306,52.3300106349869,704.680440973598
"CCMP2929","26",1.86675319676955,73.5418667133321,688.669609059616
"CCMP2929","26",1.59444159807603,90.8928873658176,763.580952464358
"CCMP2929","26",1.75279818687795,97.9094260038916,814.629074024489
"CCMP2929","26",1.68112864333842,101.739060651367,826.064051468122
"CCMP2929","26",1.66368699711146,103.831901099444,835.856439237849
"CCMP2929","26",1.69139839246891,79.1107795123058,759.527122757906
"CCMP2929","26",1.81468972557658,78.9592624456355,652.307157604851
"CCMP2929","26",1.67569480687559,86.2507491014745,743.687565531662
"CCMP2929","26",1.76320797818528,77.4528151052064,715.390045086921
"CCMP2929","26",1.80008990799568,79.5277544304491,677.863607331018
"CCMP2929","26",1.77282030346331,83.8473619229277,700.390549519088
"CCMP2929","26",1.72881978400768,91.930554347271,741.107447308778
"CCMP2929","26",1.84615958462316,67.0637143724101,680.981244057201
"CCMP2929","26",1.78489593997381,52.6496713106389,753.365766905798
"CCMP2929","26",1.73343481764372,85.9048803540856,690.488840075439
"CCMP2929","26",1.79233562099104,81.2338214534299,756.593381182991
"CCMP2929","26",1.79280053931529,98.561705252715,742.201300643367
"CCMP2929","26",1.95286728945994,23.9065089824207,623.221269922613
"CCMP2929","26",1.95860990042798,61.8090757662947,811.064402622409
"CCMP2929","26",1.92999222875019,69.140774890668,811.841675440887
"CCMP2929","26",1.92488127476172,44.3965975945657,845.735897967776
"CCMP2929","26",1.92460070838269,60.7999123955354,762.552482643735
"CCMP2929","26",1.91029559774787,55.6036311614353,811.17835760755
"CCMP2929","26",1.83580402605824,41.8559325488015,649.956426493936
"CCMP2929","26",1.82129658972548,47.2483812537697,619.481097773803
"CCMP2929","26",1.79045268359619,46.2680226601645,698.068812980666
"CCMP2929","26",1.85345356354302,50.848073094929,734.762687961375
"CCMP2929","26",1.82760461035459,52.0047671921667,715.205586136071
"CCMP2929","26",2.01602930951563,46.3754160011844,685.535762706874
"CCMP2929","26",1.92253337317131,33.7978403250347,756.782779759195
"CCMP2929","26",1.9312524114113,27.6045282298809,743.701152384984
"CCMP2929","26",1.82450506566394,37.2588684853106,700.401616485645
"CCMP2929","26",1.85571738678452,43.0159132287215,710.168348488568
"CCMP2929","26",1.62789387045048,94.7103053892914,717.325850803022
"CCMP2929","26",1.8050525564726,82.384979595428,727.414360926809
"CCMP2929","26",1.75854380813358,73.9395272436533,689.902716790207
"CCMP2929","26",1.88622808318726,42.5452542680803,728.559156077405
"CCMP2929","26",1.78388665556975,62.3932320153317,677.834188058636
"CCMP2929","26",1.81553028896209,60.5461247924728,770.880205325908
"CCMP2929","26",1.73440757521277,76.4408689457243,678.048666404997
"CCMP2929","26",1.80658129610043,97.6621086024475,656.025485301591
"CCMP2929","26",1.73683667600433,76.7984348296981,726.440622679505
"CCMP2929","26",1.71652996289752,105.342789169289,738.120891666554
"CCMP2929","26",1.75015415542661,76.5870734415567,679.540411566571
"CCMP2929","26",1.91136051056598,38.7311926244847,722.478550595301
"CCMP2929","26",1.8401279148726,58.1281796371412,682.002330069108
"CCMP2929","26",1.78893232572618,107.485519468553,756.882888503109
"CCMP2929","26",1.73628462345958,99.9011853513434,773.720185227007
"CCMP2929","26",1.70878767221313,94.3841860124555,775.665645608851
"CCMP2929","26",1.76998225281749,90.8163401786424,721.006488160183
"CCMP2929","26",1.78777084985109,75.773016783857,660.429376443328
"CCMP2929","26",1.68920075346981,118.673001516727,760.048238324569
"CCMP2929","26",1.74294171033979,82.7948426546009,720.932178730238
"CCMP2929","26",1.71290402759521,81.4992876497197,705.077036236209
"CCMP2929","26",1.69366181612683,103.784244018707,718.58110502443
"CCMP2929","26",1.76617902738347,84.412449749769,723.343669801726
"CCMP2929","26",1.8055141022685,60.6084133848201,654.591208133418
"CCMP2929","26",1.87615168351574,59.0887469933895,958.37384311794
"CCMP2929","26",1.78940135993549,67.1522108965965,958.57806888975
"CCMP2929","26",1.89700769562091,67.508708453832,754.71357515139
"CCMP2929","26",1.79179875984435,107.902631891748,686.382584045461
"CCMP2929","26",1.73417950095934,90.1301176957451,673.137118978595
"CCMP2929","26",1.75195229208417,113.082990130969,707.528767233414
"CCMP2929","26",1.70895062812224,81.6416112149302,649.487590820574
"CCMP2929","26",1.7696014136369,69.1462026390201,823.960277104364
"CCMP2929","26",1.84056008882276,61.6662252687746,1031.12526867708
"CCMP2929","26",1.64656517726731,72.0503140783883,721.67104692965
"CCMP2929","26",1.70224867119327,58.4087862742395,783.61722394545
"CCMP2929","26",1.626756493391,108.974075380701,906.946802710535
"CCMP2929","26",1.62309231453127,117.134459947948,940.123427340332
"CCMP2929","26",1.80502111944894,63.5016825924625,602.522879299778
"CCMP2929","26",1.76361955187413,50.2845069800961,788.025993887266
"CCMP2929","26",1.74280265830639,50.2528404599333,769.862500354775
"CCMP2929","26",1.83502833222367,65.7435060776363,682.321412673817
"CCMP2929","26",1.68633151238755,91.2480820791683,720.419772480782
"CCMP2929","26",1.57771479022122,67.9901881689142,756.939890442363
"CCMP2929","26",1.77391256897095,73.2728837874606,695.742657830272
"CCMP2929","26",1.81682836484129,74.0288498893365,632.531268802243
"CCMP2929","26",1.87027230534714,65.6080220145647,689.72752284126
"CCMP2929","26",1.83158315233059,64.9280006948443,754.405817102735
"CCMP2929","26",1.83657847436923,65.4276000348581,693.229445851796
"CCMP2929","26",1.88608683677626,46.9505521796179,745.819405992674
"CCMP2929","26",1.79905063175733,64.3558906785408,677.818947748013
"CCMP2929","26",1.74326810132114,58.0769563689716,708.248444937101
"CCMP2929","26",1.74901487565807,39.6651234105196,857.72820880236
"CCMP2929","26",1.71528660421294,115.212721126275,865.423818537319
"CCMP2929","26",1.74803606325316,88.8443398896557,888.808976437029
"CCMP2929","26",1.74431477329881,62.1327285975886,710.551435619386
"CCMP2929","26",1.79176741858065,68.0561017948205,671.68241736359
"CCMP2929","26",1.7377250003592,77.567622968491,657.320187317409
"CCMP2929","26",1.69013088877978,91.3612887358182,658.598656368916
"CCMP2929","26",1.88341027735877,52.728860143441,807.189597290327
"CCMP2929","26",1.93060359943708,48.9509658571703,698.064529009684
"CCMP2929","26",1.94473824466703,46.4978195912457,732.906819284937
"CCMP2929","26",1.84720632057074,48.8427010040469,796.768455218973
"CCMP2929","26",1.94759192049466,47.6495111093246,587.719749942824
"CCMP2929","26",1.69634693261081,56.3641462713862,808.162742379536
